city,postcode,latitude,longitude,total_score,scheme_references,nobroadband_rate,simd10,pc_type,ur_class
Glasgow,G21 1JY,55.88407255,-4.23008388,19,MVS,2,1,small,1
Glasgow,G21 1TE,55.88338935,-4.22959697,19,MVS,2,1,small,1
Glasgow,G21 1TH,55.88345741,-4.2312958,19,MVS,0,1,small,1
Glasgow,G21 1TP,55.88354543,-4.22842267,19,MVS,2,1,large,1
Glasgow,G21 1TS,55.88352168,-4.22824542,19,MVS,2,1,small,1
Glasgow,G21 1TU,55.88225869,-4.22950014,19,MVS,2,1,small,1
Glasgow,G40 4LA,55.84853408,-4.22574691,19,MVS,0,1,small,1
Glasgow,G40 3HU,55.84553944,-4.20589546,19,MVS,0,1,small,1
Glasgow,G33 1HP,55.88180645,-4.19567324,18,MVS,0,2,small,1
Glasgow,G33 1HT,55.88191257,-4.19224159,18,MVS,0,2,small,1
Glasgow,G21 3BW,55.88095137,-4.2017806,19,MVS,0,1,small,1
Glasgow,G1  5NB,55.85600634,-4.24335126,17,MVS,0,3,small,1
Glasgow,G4  0BY,55.86717867,-4.24132636,15,MVS,40,5,small,1
Glasgow,G4  0ED,55.86869271,-4.24208493,15,MVS,40,5,large,1
Glasgow,G4  0EE,55.86801682,-4.24119884,15,MVS,40,5,small,1
Glasgow,G4  0PT,55.86869271,-4.24208493,15,MVS,40,5,small,1
Glasgow,G2  1DU,55.8687476,-4.24351066,15,MVS,40,5,large,1
Glasgow,G4  0AA,55.8687476,-4.24351066,15,MVS,40,5,large,1
Glasgow,G4  0AD,55.8695835,-4.24990461,15,MVS,40,5,small,1
Glasgow,G4  0AX,55.86934847,-4.2489959,15,MVS,40,5,small,1
Glasgow,G4  0BZ,55.8675116,-4.24278405,15,MVS,40,5,small,1
Glasgow,G4  0DB,55.86679332,-4.24323811,15,MVS,40,5,small,1
Glasgow,G4  0DS,55.86856002,-4.24541789,15,MVS,40,5,small,1
Glasgow,G4  0DT,55.86716529,-4.24501771,15,MVS,40,5,large,1
Glasgow,G4  0DU,55.86693011,-4.24510004,15,MVS,40,5,small,1
Glasgow,G4  0DW,55.86724736,-4.24396756,15,MVS,40,5,small,1
Glasgow,G4  0DY,55.86715215,-4.24327479,15,MVS,40,5,small,1
Glasgow,G4  0DZ,55.86721989,-4.24350246,15,MVS,40,5,small,1
Glasgow,G4  0JE,55.86777163,-4.24823342,15,MVS,40,5,small,1
Glasgow,G4  0JF,55.86864651,-4.24855572,15,MVS,40,5,small,1
Glasgow,G4  0XB,55.86895073,-4.24764623,15,MVS,40,5,small,1
Glasgow,G4  0XG,55.86920794,-4.24734142,15,MVS,40,5,small,1
Glasgow,G4  0XH,55.86940983,-4.24711332,15,MVS,40,5,small,1
Glasgow,G21 4EA,55.87915076,-4.2214558,18,MVS,1,2,small,1
Glasgow,G21 4PR,55.88057322,-4.22380746,19,MVS,0,1,small,1
Glasgow,G31 1QQ,55.85798843,-4.2148145,18,MVS,0,2,small,1
Glasgow,G31 1QS,55.85710653,-4.21687353,18,MVS,0,2,large,1
Glasgow,G40 1HT,55.84640613,-4.23059334,19,MVS,0,1,small,1
Glasgow,G21 3RT,55.89708133,-4.20491792,19,MVS,0,1,small,1
Glasgow,G21 3RX,55.89725354,-4.20182458,19,MVS,0,1,small,1
Glasgow,G31 1BQ,55.85793136,-4.22991172,17,MVS,0,3,small,1
Glasgow,G31 1RZ,55.85813327,-4.22372327,17,MVS,0,3,small,1
Glasgow,G40 4JR,55.8392623,-4.21611306,19,MVS,2,1,small,1
Glasgow,G21 4PB,55.8777114,-4.21005446,19,MVS,0,1,large,1
Glasgow,G4  0SA,55.86495331,-4.23570024,19,MVS,0,1,small,1
Glasgow,G31 2ER,55.86524936,-4.23226506,19,MVS,0,1,large,1
Glasgow,G31 2ET,55.86572717,-4.23515336,19,MVS,0,1,small,1
Glasgow,G64 3QG,55.91768386,-4.23313445,23,IVS,7,7,small,6
Glasgow,G4  0UW,55.85953781,-4.23548494,16,MVS,1,4,small,1
Glasgow,G40 2TR,55.85121752,-4.21998903,19,MVS,4,1,small,1
Glasgow,G40 3QR,55.850684,-4.21468641,19,MVS,1,1,small,1
Glasgow,G40 3QS,55.85030714,-4.21415373,19,MVS,1,1,small,1
Glasgow,G40 3TX,55.84951496,-4.21572223,19,MVS,1,1,small,1
Glasgow,G40 2BH,55.8521679,-4.22608253,19,MVS,4,1,small,1
Glasgow,G40 2QL,55.85009711,-4.2252931,19,MVS,4,1,small,1
Glasgow,G40 3TA,55.84943913,-4.22589452,18,MVS,0,2,small,1
Glasgow,G40 2AQ,55.85459592,-4.21754539,19,MVS,0,1,small,1
Glasgow,G4  0LT,55.86387673,-4.24201512,17,MVS,1,3,large,1
Glasgow,G4  0NS,55.86376678,-4.24065033,17,MVS,1,3,large,1
Glasgow,G4  0PY,55.86689069,-4.24775096,19,MVS,7,1,small,1
Glasgow,G4  0RF,55.86352145,-4.24424807,17,MVS,1,3,small,1
Glasgow,G40 4ES,55.83667137,-4.2212359,19,MVS,2,1,small,1
Glasgow,G40 4HU,55.83779038,-4.22048521,19,MVS,2,1,small,1
Glasgow,G40 4HW,55.83801512,-4.22048205,19,MVS,2,1,small,1
Glasgow,G40 4JD,55.8393133,-4.22175396,19,MVS,2,1,small,1
Glasgow,G40 3HG,55.84699565,-4.20738376,19,MVS,0,1,small,1
Glasgow,G40 4HG,55.84013722,-4.21843088,19,MVS,2,1,small,1
Glasgow,G21 1XG,55.89437669,-4.23329828,15,MVS,0,5,small,1
Glasgow,G40 1AB,55.85390817,-4.23814938,15,MVS,0,5,small,1
Glasgow,G40 1DW,55.8497816,-4.23278378,15,MVS,0,5,small,1
Glasgow,G40 1EE,55.849589,-4.23349165,15,MVS,0,5,small,1
Glasgow,G21 2QA,55.87202799,-4.22669167,19,MVS,0,1,small,1
Glasgow,G33 1FA,55.89952388,-4.18031024,15,NA,3,5,small,6
Glasgow,G33 1FB,55.89933803,-4.17913208,15,NA,3,5,small,6
Glasgow,G33 1FD,55.8988209,-4.17737551,25,MVS,3,5,small,6
Glasgow,G33 1FE,55.89777107,-4.17677283,15,NA,3,5,small,6
Glasgow,G33 1PH,55.89861313,-4.18200268,15,NA,3,5,small,6
Glasgow,G33 1PJ,55.89828252,-4.1808804,15,NA,3,5,small,6
Glasgow,G33 1PN,55.89807775,-4.17874149,25,MVS,3,5,small,6
Glasgow,G33 1PP,55.89824839,-4.18027065,15,NA,3,5,small,6
Glasgow,G33 1PQ,55.89719816,-4.17867617,25,MVS,3,5,small,6
Glasgow,G33 1PS,55.8970639,-4.17966034,15,NA,3,5,small,6
Glasgow,G33 1PU,55.89752292,-4.17962211,15,NA,3,5,small,6
Glasgow,G31 2NL,55.862197,-4.22165427,15,MVS,0,5,small,1
Glasgow,G1  5NA,55.85620177,-4.24396971,17,MVS,0,3,small,1
Glasgow,G40 3QZ,55.84965007,-4.21271047,19,MVS,1,1,small,1
Glasgow,G20 9ET,55.8904066,-4.28312768,18,MVS,0,2,small,1
Glasgow,G20 9EU,55.89079709,-4.28291072,17,MVS,0,3,small,1
Glasgow,G20 9HB,55.88938516,-4.27956531,17,MVS,0,3,small,1
Glasgow,G33 1BA,55.87470469,-4.18820639,19,MVS,5,1,small,1
Glasgow,G33 1AX,55.87503001,-4.18760123,19,MVS,5,1,small,1
Glasgow,G33 1BD,55.87514719,-4.18808741,19,MVS,5,1,small,1
Glasgow,G33 1DE,55.87544903,-4.19082208,19,MVS,5,1,small,1
Glasgow,G33 1AB,55.88234921,-4.17167212,19,MVS,13,1,small,1
Glasgow,G33 1AE,55.88211011,-4.16841298,15,MVS,3,5,small,1
Glasgow,G33 1AF,55.88222525,-4.17411153,25,MVS,3,5,small,6
Glasgow,G32 6DR,55.85687439,-4.18817834,17,MVS,0,3,small,1
Glasgow,G32 6FB,55.8559973,-4.1839267,17,MVS,0,3,small,1
Glasgow,G32 6FG,55.855605250000004,-4.18727611,17,MVS,0,3,small,1
Glasgow,G32 6AT,55.85513621,-4.17622491,19,MVS,2,1,small,1
Glasgow,G32 6DZ,55.85835406,-4.18583268,19,MVS,15,1,small,1
Glasgow,G32 6AU,55.85924197,-4.18644185,17,MVS,13,3,small,1
Glasgow,G32 6EX,55.85951509,-4.18725619,17,MVS,13,3,small,1
Glasgow,G32 6DJ,55.85835943,-4.1920969,19,MVS,3,1,small,1
Glasgow,G32 6FD,55.8557284,-4.19348261,19,MVS,3,1,small,1
Glasgow,G32 6FH,55.85619388,-4.19560203,19,MVS,3,1,small,1
Glasgow,G32 6JP,55.85926116,-4.19444878,17,MVS,13,3,small,1
Glasgow,G33 5AF,55.87521678,-4.14689485,15,MVS,0,5,small,1
Glasgow,G33 5HZ,55.87621022,-4.14404015,16,MVS,12,4,small,1
Glasgow,G33 5AQ,55.87151269,-4.1454276,19,MVS,0,1,small,1
Glasgow,G33 5ER,55.87135796,-4.15222848,17,MVS,12,3,small,1
Glasgow,G33 5EX,55.8720499,-4.15274632,17,MVS,12,3,small,1
Glasgow,G33 5HD,55.87610236,-4.14146038,16,MVS,12,4,small,1
Glasgow,G33 5HE,55.87590558,-4.13778866,16,MVS,12,4,small,1
Glasgow,G33 5BN,55.87407963,-4.14974147,15,MVS,0,5,small,1
Glasgow,G33 5EG,55.87168871,-4.14409459,19,MVS,0,1,small,1
Glasgow,G33 5EU,55.87233965,-4.15159545,17,MVS,12,3,small,1
Glasgow,G33 5FB,55.87423975,-4.15189241,17,MVS,12,3,small,1
Glasgow,G34 9NE,55.87075395,-4.12545338,19,MVS,0,1,small,1
Glasgow,G34 9NP,55.8704564,-4.12498956,19,MVS,0,1,small,1
Glasgow,G34 9QP,55.8715168,-4.12343306,19,MVS,0,1,small,1
Glasgow,G34 9QG,55.87332115,-4.12511412,19,MVS,0,1,small,1
Glasgow,G34 9DP,55.86779929,-4.12220721,19,MVS,3,1,small,1
Glasgow,G34 9DT,55.8684597,-4.12195554,19,MVS,3,1,small,1
Glasgow,G34 9EE,55.86501029,-4.11873084,19,NA,3,1,small,6
Glasgow,G34 9HQ,55.86892922,-4.12599301,19,MVS,0,1,large,1
Glasgow,G34 9JJ,55.86830945,-4.12805293,19,MVS,0,1,small,1
Glasgow,G32 6XH,55.85462342,-4.16811148,19,MVS,2,1,small,1
Glasgow,G32 6XL,55.85497805,-4.16838689,19,MVS,2,1,small,1
Glasgow,G32 0PA,55.85424506,-4.16305747,17,MVS,0,3,small,1
Glasgow,G32 0DP,55.85745571,-4.16139836,18,MVS,1,2,small,1
Glasgow,G32 0NG,55.85527871,-4.16202841,18,MVS,1,2,small,1
Glasgow,G69 6RR,55.85390973,-4.11881351,15,MVS,0,5,small,1
Glasgow,G31 4BJ,55.84820391,-4.19561462,16,MVS,0,4,small,1
Glasgow,G69 7AE,55.84830433,-4.11814097,19,MVS,0,1,small,1
Glasgow,G69 7AG,55.84654353,-4.12175119,18,MVS,0,2,small,1
Glasgow,G69 7FH,55.84852793,-4.09669869,22,MVS,1,8,small,6
Glasgow,G69 7HB,55.84687886,-4.11061935,19,MVS,0,1,small,1
Glasgow,G69 7JT,55.84960121,-4.10646956,18,MVS,0,2,small,1
Glasgow,G69 7XZ,55.84863824,-4.10707243,15,MVS,0,5,small,1
Glasgow,G69 6DF,55.85255923,-4.11268482,15,MVS,0,5,small,1
Glasgow,G69 6DS,55.85279551,-4.10939045,15,MVS,0,5,small,1
Glasgow,G69 6AN,55.85388398,-4.10460835,18,MVS,0,2,small,1
Glasgow,G69 7EN,55.84673002,-4.11666554,19,MVS,0,1,small,1
Glasgow,G71 7FP,55.84443816,-4.0993696,22,MVS,1,8,small,6
Glasgow,G71 7FQ,55.8437914,-4.09987781,22,MVS,1,8,small,6
Glasgow,G71 7FR,55.84493936,-4.09896534,22,MVS,1,8,small,6
Glasgow,G71 7SW,55.8441896,-4.10339742,22,MVS,1,8,small,6
Glasgow,G71 7UY,55.84582451,-4.10449211,22,MVS,1,8,small,6
Glasgow,G69 7AD,55.84888986,-4.11649543,19,MVS,0,1,small,1
Glasgow,G69 7JA,55.84949759,-4.11355705,19,MVS,0,1,small,1
Glasgow,G69 6AF,55.85154701,-4.10830031,18,MVS,0,2,small,1
Glasgow,G69 6AH,55.85112364,-4.10835725,18,MVS,0,2,small,1
Glasgow,G69 6SL,55.85005811,-4.11127101,18,MVS,0,2,small,1
Glasgow,G69 7EX,55.8498094,-4.10900497,15,MVS,0,5,small,1
Glasgow,G69 7HL,55.85040477,-4.10520304,18,MVS,0,2,small,1
Glasgow,G71 5PJ,55.84099138,-4.09806573,23,MVS,4,7,small,6
Glasgow,G71 6NG,55.8359501,-4.1006687,25,IVS,4,5,small,6
Glasgow,G71 7RT,55.83635371,-4.10806862,24,MVS,2,6,small,6
Glasgow,G71 7RU,55.83354007,-4.1149107,24,MVS,2,6,small,6
Glasgow,G71 7TS,55.83644298,-4.10390527,25,IVS,4,5,small,6
Glasgow,G32 9EE,55.84882897,-4.15262813,18,MVS,0,2,small,1
Glasgow,G32 8NJ,55.84037624,-4.16824448,16,MVS,0,4,small,1
Glasgow,G32 8XL,55.83728925,-4.16950996,16,MVS,13,4,small,1
Glasgow,G32 7HN,55.85367182,-4.17416183,19,MVS,0,1,small,1
Glasgow,G32 7HZ,55.8523298,-4.17432651,19,MVS,0,1,small,1
Glasgow,G32 7UJ,55.85039161,-4.17059168,19,MVS,0,1,small,1
Glasgow,G32 7JS,55.85230763,-4.16539424,19,MVS,0,1,small,1
Glasgow,G32 7NG,55.85163597,-4.16270477,19,MVS,0,1,small,1
Glasgow,G32 7BW,55.8519447,-4.17577485,17,MVS,0,3,small,1
Glasgow,G40 3RB,55.84889799,-4.20805078,19,MVS,1,1,small,1
Glasgow,G31 4HP,55.85126613,-4.20128327,19,MVS,12,1,small,1
Glasgow,G31 4TF,55.85001696,-4.19675532,19,MVS,15,1,small,1
Glasgow,G31 4UG,55.85083569,-4.19569917,19,MVS,5,1,small,1
Glasgow,G31 5QG,55.85177927,-4.19771753,19,MVS,12,1,small,1
Glasgow,G31 5HJ,55.85227545,-4.18954941,19,MVS,5,1,small,1
Glasgow,G31 5HN,55.85245541,-4.18903229,19,MVS,3,1,small,1
Glasgow,G32 6AA,55.85391568,-4.17866513,17,MVS,0,3,small,1
Glasgow,G31 5JL,55.85425406,-4.19199347,19,MVS,3,1,small,1
Glasgow,G31 5JT,55.85341626,-4.18402152,19,MVS,4,1,small,1
Glasgow,G32 6DS,55.8543387,-4.18875476,19,MVS,3,1,small,1
Glasgow,G32 6FA,55.85393794,-4.18652732,19,MVS,4,1,small,1
Glasgow,G31 4EG,55.85376816,-4.20509962,19,MVS,12,1,small,1
Glasgow,G31 4DJ,55.85169871,-4.19971007,19,MVS,12,1,small,1
Glasgow,G31 4DN,55.85222059,-4.19967566,19,MVS,12,1,small,1
Glasgow,G31 4DR,55.85215743,-4.20069461,19,MVS,12,1,small,1
Glasgow,G31 4DX,55.85354251,-4.20364887,19,MVS,12,1,small,1
Glasgow,G31 4EU,55.8515169,-4.19781455,19,MVS,12,1,small,1
Glasgow,G31 4EX,55.85191221,-4.19882744,19,MVS,12,1,small,1
Glasgow,G31 4HE,55.85103478,-4.19813881,19,MVS,15,1,small,1
Glasgow,G31 4HG,55.85030311,-4.19884837,19,MVS,15,1,small,1
Glasgow,G31 4HX,55.85109919,-4.19855784,19,MVS,12,1,small,1
Glasgow,G31 4ST,55.85106329,-4.19754929,19,MVS,15,1,small,1
Glasgow,G32 8FJ,55.84348928,-4.17771425,19,MVS,0,1,small,1
Glasgow,G32 8RH,55.83769765,-4.1794506,19,MVS,0,1,small,1
Glasgow,G32 8SP,55.83823945,-4.17727692,16,MVS,13,4,small,1
Glasgow,G44 4AH,55.82475819,-4.26192401,16,MVS,9,4,small,1
Glasgow,G44 4BN,55.81840369,-4.26096451,17,MVS,0,3,small,1
Glasgow,G42 9HX,55.82392636,-4.26219502,16,MVS,9,4,small,1
Glasgow,G77 5GQ,55.76220261,-4.35013225,23,MVS,38,7,small,6
Glasgow,G77 5GR,55.76311512,-4.34988429,23,MVS,38,7,small,6
Glasgow,G77 5GT,55.7612011,-4.34986475,23,MVS,38,7,small,6
Glasgow,G77 5GY,55.76138093,-4.35080011,23,MVS,38,7,small,6
Glasgow,G43 1ET,55.82277081,-4.29303641,19,MVS,4,1,small,1
Glasgow,G43 1FA,55.8221509,-4.2944687,19,MVS,4,1,small,1
Glasgow,G43 1QD,55.82361352,-4.29603963,19,MVS,4,1,small,1
Glasgow,G43 1QG,55.82328626,-4.29431204,19,MVS,4,1,small,1
Glasgow,G43 1SB,55.82436581,-4.29570078,19,MVS,4,1,small,1
Glasgow,G43 2AS,55.82125126,-4.26641397,17,MVS,0,3,small,1
Glasgow,G43 2AW,55.82170857,-4.26842018,17,MVS,0,3,small,1
Glasgow,G43 2AX,55.82196333,-4.2677645,17,MVS,0,3,small,1
Glasgow,G43 2HS,55.8192501,-4.26819725,17,MVS,0,3,small,1
Glasgow,G43 2JH,55.81932293,-4.27592791,15,MVS,0,5,small,1
Glasgow,G43 2JS,55.81800277,-4.26906647,15,MVS,0,5,small,1
Glasgow,G43 2PE,55.81845827,-4.27554218,15,MVS,0,5,small,1
Glasgow,G43 2QQ,55.8166923,-4.27772172,15,MVS,0,5,small,1
Glasgow,G43 2PR,55.81561512,-4.27473768,15,MVS,0,5,small,1
Glasgow,G44 3QL,55.80356321,-4.26888033,16,NA,1,4,small,6
Glasgow,G43 1AT,55.82378843,-4.30398486,17,MVS,6,3,small,1
Glasgow,G43 1LQ,55.82261737,-4.30172838,17,MVS,6,3,small,1
Glasgow,G43 1PG,55.82278066,-4.29972641,17,MVS,6,3,small,1
Glasgow,G43 2UZ,55.81458617,-4.30008883,15,MVS,0,5,small,1
Glasgow,G42 9AY,55.82524159,-4.25321864,17,MVS,0,3,large,1
Glasgow,G44 4RX,55.82390762,-4.2548977,17,MVS,0,3,small,1
Glasgow,G42 9HB,55.82325438,-4.25865962,16,MVS,9,4,small,1
Glasgow,G42 9AL,55.82777938,-4.25548905,15,MVS,0,5,small,1
Glasgow,G44 4UD,55.82421647,-4.25422905,17,MVS,0,3,small,1
Glasgow,G46 8NL,55.80574516,-4.32240351,17,MVS,0,3,small,1
Glasgow,G46 8JR,55.80418955,-4.32529494,18,MVS,0,2,large,1
Glasgow,G76 8RD,55.7785839,-4.28793579,20,IVS,13,10,small,6
Glasgow,G76 8QH,55.78047302,-4.2708867,16,MVS,0,4,small,1
Glasgow,G46 8BQ,55.80498538,-4.32835847,18,MVS,0,2,small,1
Glasgow,G77 6GP,55.79163248,-4.33247476,22,MVS,14,8,small,6
Glasgow,G46 7RW,55.80944409,-4.31403749,15,MVS,0,5,small,1
Glasgow,G41 3NN,55.82848405,-4.28401575,16,MVS,2,4,small,1
Glasgow,G41 3RS,55.82864485,-4.28455211,16,MVS,2,4,small,1
Glasgow,G41 3NF,55.82788115,-4.28453925,16,MVS,2,4,large,1
Glasgow,G41 3PG,55.82684286,-4.28527671,16,MVS,2,4,small,1
Glasgow,G81 5HU,55.92944611,-4.38609014,18,MVS,0,2,small,1
Glasgow,G81 6DS,55.92303512,-4.42030289,17,MVS,0,3,small,1
Glasgow,G81 5AU,55.92744167,-4.40181547,18,MVS,0,2,small,1
Glasgow,G81 5AX,55.92747969,-4.40217002,18,MVS,0,2,small,1
Glasgow,G81 5QY,55.92353408,-4.39525086,17,NA,0,3,small,6
Glasgow,G81 6PS,55.9309022,-4.40686474,16,NA,0,4,small,6
Glasgow,G81 3AY,55.91014261,-4.41364266,16,MVS,0,4,small,1
Glasgow,G81 3BJ,55.91002154,-4.41248303,16,MVS,0,4,small,1
Glasgow,G81 3RJ,55.91623583,-4.42144739,17,MVS,0,3,small,1
Glasgow,G81 3LZ,55.9165183,-4.41988059,17,MVS,0,3,small,1
Glasgow,G81 3ND,55.91635144,-4.4141887,17,MVS,0,3,small,1
Glasgow,G81 3AT,55.91121441,-4.41031685,19,MVS,0,1,small,1
Glasgow,G81 3BN,55.91047779,-4.41121523,16,MVS,0,4,small,1
Glasgow,G81 2QB,55.90589478,-4.39921882,16,MVS,1,4,small,1
Glasgow,G81 2LS,55.90672787,-4.39151022,19,MVS,0,1,small,1
Glasgow,G81 2DN,55.91192145,-4.40357576,18,MVS,0,2,small,1
Glasgow,G81 2LN,55.9086154,-4.39335456,19,MVS,0,1,small,1
Glasgow,G81 3QT,55.91197036,-4.42673422,15,MVS,0,5,small,1
Glasgow,G81 3LD,55.91193598,-4.42209138,15,MVS,0,5,small,1
Glasgow,G81 2BW,55.91323292,-4.39992828,19,MVS,0,1,small,1
Glasgow,G81 2AY,55.91417399,-4.40742796,18,MVS,0,2,small,1
Glasgow,G81 2LA,55.90715175,-4.40619262,18,MVS,0,2,small,1
Glasgow,G81 2LE,55.90499967,-4.40823521,18,MVS,0,2,small,1
Glasgow,G81 2RE,55.90363587,-4.389208,17,MVS,0,3,small,1
Glasgow,G81 2XA,55.9039499,-4.39617087,18,MVS,0,2,small,1
Glasgow,G81 2RR,55.90470973,-4.4042174,18,MVS,0,2,small,1
Glasgow,G81 2RZ,55.90425306,-4.40274921,18,MVS,0,2,small,1
Glasgow,G81 2TL,55.90463892,-4.40370104,18,MVS,0,2,small,1
Glasgow,G81 1BZ,55.89729308,-4.39046553,16,MVS,0,4,small,1
Glasgow,G81 1JP,55.89282903,-4.39031886,18,MVS,0,2,small,1
Glasgow,G81 1LX,55.89204865,-4.39023886,18,MVS,0,2,small,1
Glasgow,G81 1LY,55.8934364,-4.38958848,18,MVS,0,2,small,1
Glasgow,G81 1AJ,55.89802836,-4.38823927,16,MVS,0,4,small,1
Glasgow,G13 4BH,55.89309329,-4.37294914,18,MVS,0,2,small,1
Glasgow,G81 4SA,55.90941943,-4.43620764,18,MVS,0,2,small,1
Glasgow,G81 4HX,55.90653613,-4.42610665,18,MVS,0,2,large,1
Glasgow,G81 1EH,55.8925614,-4.38419259,16,MVS,0,4,small,1
Glasgow,G81 1EL,55.89310405,-4.38401795,16,MVS,0,4,small,1
Glasgow,G81 1EZ,55.89454035,-4.38688922,16,MVS,0,4,small,1
Glasgow,G81 1EU,55.89555136,-4.38248859,16,MVS,0,4,small,1
Glasgow,G81 1EA,55.90188622,-4.40474656,18,MVS,0,2,small,1
Glasgow,G81 1TS,55.90192626,-4.40407711,18,MVS,0,2,large,1
Glasgow,G15 6RW,55.90679285,-4.37236211,18,MVS,0,2,small,1
Glasgow,G15 8NB,55.91015368,-4.37239141,19,MVS,1,1,small,1
Glasgow,G15 8NE,55.90953765,-4.37217776,19,MVS,1,1,small,1
Glasgow,G15 8NS,55.90808387,-4.37439305,19,MVS,0,1,small,1
Glasgow,G15 8PT,55.90889863,-4.37455487,19,MVS,1,1,small,1
Glasgow,G15 8TB,55.90755444,-4.37015258,18,MVS,0,2,small,1
Glasgow,G15 8TE,55.90617358,-4.36811634,18,MVS,0,2,small,1
Glasgow,G15 6BN,55.90606655,-4.357774,18,MVS,0,2,small,1
Glasgow,G15 6PS,55.90620956,-4.36250261,18,MVS,0,2,small,1
Glasgow,G15 7QP,55.91257866,-4.35375276,19,MVS,0,1,small,1
Glasgow,G15 7BD,55.91700954,-4.37108189,19,MVS,8,1,small,1
Glasgow,G15 8AH,55.91110888,-4.38296299,18,MVS,0,2,small,1
Glasgow,G15 8AF,55.91093461,-4.38360837,18,MVS,0,2,small,1
Glasgow,G15 8BU,55.91073213,-4.38663627,19,MVS,1,1,small,1
Glasgow,G81 2XT,55.91225467,-4.39061843,15,MVS,0,5,small,1
Glasgow,G15 6BS,55.90673423,-4.35623053,18,MVS,0,2,small,1
Glasgow,G15 7AU,55.91370298,-4.36916765,19,MVS,1,1,small,1
Glasgow,G15 7EJ,55.91352065,-4.36462773,19,MVS,1,1,small,1
Glasgow,G15 7SQ,55.91397729,-4.36705599,19,MVS,1,1,small,1
Glasgow,G15 7AH,55.91579438,-4.37257604,19,MVS,1,1,small,1
Glasgow,G15 7AJ,55.91539776,-4.37170362,19,MVS,1,1,small,1
Glasgow,G61 2BP,55.9217704,-4.30592382,22,MVS,30,8,small,6
Glasgow,G62 6BW,55.94006629,-4.31850904,17,MVS,2,3,small,1
Glasgow,G62 6NB,55.93976137,-4.3156084,17,MVS,2,3,small,1
Glasgow,G81 4SJ,55.92236793,-4.43953339,15,MVS,2,5,small,1
Glasgow,G81 4JS,55.91531723,-4.44246714,15,MVS,0,5,small,1
Glasgow,G13 4AE,55.89216086,-4.36956545,16,MVS,3,4,small,1
Glasgow,G13 3TF,55.889966,-4.36639293,16,MVS,0,4,small,1
Glasgow,G13 1HR,55.88960383,-4.3226624,17,MVS,0,3,small,1
Glasgow,G13 1HS,55.89006811,-4.32377767,17,MVS,0,3,small,1
Glasgow,G13 2YN,55.89226783,-4.33718414,16,MVS,0,4,small,1
Glasgow,G13 2YQ,55.89272832,-4.33849137,16,MVS,0,4,small,1
Glasgow,G13 2XD,55.89058894,-4.33756297,16,MVS,0,4,small,1
Glasgow,G13 1RR,55.88932764,-4.33109002,15,MVS,3,5,small,1
Glasgow,G13 1RX,55.88755887,-4.33336674,15,MVS,3,5,small,1
Glasgow,G13 1UW,55.88718245,-4.33804573,15,MVS,3,5,small,1
Glasgow,G11 6QQ,55.87045557,-4.30235288,18,MVS,0,2,small,1
Glasgow,G11 7BF,55.87172099,-4.32396008,18,MVS,0,2,small,1
Glasgow,G14 0QQ,55.8701864,-4.33617668,18,MVS,0,2,small,1
Glasgow,G14 9RR,55.87319008,-4.33039433,19,MVS,0,1,small,1
Glasgow,G14 0TT,55.87297423,-4.33845431,18,MVS,0,2,small,1
Glasgow,G14 0RR,55.87238968,-4.3365808,18,MVS,0,2,small,1
Glasgow,G20 8TH,55.88668124,-4.28337259,18,MVS,0,2,small,1
Glasgow,G20 9BD,55.88776452,-4.28505141,18,MVS,0,2,small,1
Glasgow,G20 9BQ,55.88801099,-4.28436226,18,MVS,0,2,small,1
Glasgow,G20 8AU,55.89239005,-4.29872619,19,MVS,26,1,small,1
Glasgow,G20 8AX,55.89251484,-4.29878155,19,MVS,26,1,small,1
Glasgow,G20 7BE,55.88006251,-4.26998508,18,MVS,0,2,small,1
Glasgow,G1  1PP,55.86019557,-4.2403328,16,MVS,1,4,small,1
Glasgow,G1  1QB,55.86005683,-4.24054854,16,MVS,1,4,small,1
Glasgow,G22 5LF,55.88443794,-4.25393039,19,MVS,0,1,small,1
Glasgow,G22 5QT,55.87790327,-4.26132158,19,MVS,0,1,small,1
Glasgow,G4  9SP,55.87712085,-4.2608604,18,MVS,1,2,small,1
Glasgow,G22 5AN,55.88114949,-4.25338798,19,MVS,2,1,small,1
Glasgow,G22 5AP,55.881101,-4.25407269,19,MVS,2,1,small,1
Glasgow,G22 5AZ,55.88165548,-4.25471243,19,MVS,2,1,small,1
Glasgow,G22 5BX,55.88200414,-4.25334158,19,MVS,1,1,small,1
Glasgow,G22 5ET,55.88357147,-4.2536403,19,MVS,1,1,small,1
Glasgow,G22 5HG,55.88302675,-4.25001103,19,MVS,1,1,small,1
Glasgow,G22 5HJ,55.8839422,-4.25351788,19,MVS,0,1,small,1
Glasgow,G22 5HT,55.87923878,-4.25564349,19,MVS,2,1,small,1
Glasgow,G22 5ER,55.88333073,-4.25402609,19,MVS,1,1,small,1
Glasgow,G22 5JW,55.88338363,-4.25457282,19,MVS,2,1,small,1
Glasgow,G22 6RN,55.88421965,-4.25505304,19,MVS,0,1,small,1
Glasgow,G22 5DU,55.884746,-4.24198739,19,MVS,0,1,small,1
Glasgow,G20 9NU,55.88952609,-4.26316526,18,MVS,1,2,small,1
Glasgow,G22 5AB,55.88358526,-4.25974929,19,MVS,2,1,small,1
Glasgow,G22 6RU,55.88644387,-4.24597117,17,MVS,0,3,small,1
